"","GSM1545535_10_6_5_11","GSM1545536_9_6_5_11","GSM1545538_purep53","GSM1545539_JMS8.2","GSM1545540_JMS8.3","GSM1545541_JMS8.4","GSM1545542_JMS8.5","GSM1545544_JMS9.P7c","GSM1545545_JMS9.P8c"
"16783",3442,2568,4756,2948,6048,6486,6150,2222,2649
"16784",0,0,0,0,0,0,0,0,0
"16785",0,0,0,0,0,0,0,0,0
"16786",0,0,0,0,0,0,0,0,0
"16787",0,0,0,0,0,0,0,0,0
"16788",0,2,0,0,10,0,0,0,0
"16789",1,0,0,0,2,2,0,0,0
"16790",6,1,0,0,9,9,1,1,4
"16791",0,0,0,0,0,0,0,0,0
"16792",4618,3471,7313,8054,10017,10340,7524,2397,3028
"16793",8251,14714,18855,19225,29749,16221,18280,8806,5913
"16794",1,2,10,4,3,3,1,1,0
"16795",467,2555,6440,5703,5231,1808,5202,1229,643
"16796",260,1751,240,345,1922,403,125,756,167
"16797",344,836,729,538,1334,748,797,682,333
"16798",4,46,11,24,77,16,17,15,6
"16799",2,6,19,23,8,2,12,3,1
"16800",736,1560,2346,1832,2344,1111,1444,844,487
"16801",11,22,479,708,30,14,740,5,2
"16802",16,8,5,12,29,13,26,1,5
"16803",597,328,91,145,1735,1253,126,96,189
"16804",1,2,3,0,1,0,2,0,0
"16805",4213,2988,3255,2735,7042,7187,2580,1427,1818
"16806",24,23,11,24,39,54,14,8,9
"16807",3,10,4,5,6,18,4,2,0
"16808",10873,13307,23366,25288,29334,21007,28683,9022,7797
"16809",328,607,1702,2077,1696,699,1946,353,248
"16810",2,19,22,17,25,10,9,7,2
"16811",1447,2431,4665,3093,6830,4572,4564,1794,1137
"16812",83,356,241,174,445,190,153,218,98
"16813",2,2,4,11,5,4,7,0,0
"16814",431,1274,895,776,2174,1191,801,889,419
"16815",3050,2736,3796,3743,7318,6947,3695,1797,2194
"16816",0,0,0,0,0,0,0,0,0
"16817",0,0,0,0,0,1,0,0,0
"16818",47,39,550,1013,91,82,260,34,16
"16819",734,1020,1629,1276,1985,1268,1448,695,539
"16820",526,446,2875,1764,1063,908,2758,305,360
"16821",1111,1329,3404,2578,2838,2118,2353,728,669
"16822",7,3,10,6,7,10,9,0,4
"16823",640,1058,1086,1090,1815,1055,901,704,501
"16824",0,0,0,0,0,0,0,0,0
"16825",1171,1743,2216,2137,4831,3095,2410,1112,868
"16826",131,216,536,272,311,180,271,86,64
"16827",1377,1425,3513,2985,4486,3785,2831,971,980
"16828",2,2,20,21,3,1,9,1,0
"16829",0,0,0,0,0,0,1,0,0
"16830",0,0,0,0,0,0,0,0,0
"16831",164,208,2157,1544,461,232,1177,114,88
"16832",128,137,289,293,354,231,227,107,56
"16833",975,831,121,76,1348,271,130,78,258
"16834",5102,4155,7753,5600,11958,11159,9792,3126,3532
"16835",4,11,16,15,22,12,9,2,4
"16836",921,973,1618,1496,2498,1801,1478,637,600
"16837",284,372,795,733,952,585,707,276,208
"16838",20558,7712,2612,2502,30727,41825,3144,3099,8017
"16839",2264,908,9276,15357,3938,2867,10811,415,1362
"16840",0,0,0,0,0,0,0,0,0
"16841",1,2,2,2,2,1,2,0,1
"16842",633,879,1583,1242,1884,1275,1212,568,427
"16843",82,164,600,501,344,125,341,111,29
"16844",165,229,216,149,402,175,136,131,105
"16845",23818,11081,15375,11268,31116,34886,20028,5383,9775
"16846",1378,932,723,697,2097,1983,715,404,640
"16847",1791,1092,733,907,2685,3413,1062,592,982
"16848",6016,5617,8903,6511,12339,10093,7303,3731,3630
"16849",9275,7991,19551,15124,22265,21196,26427,4056,4616
"16850",1560,3022,2847,2170,5023,2547,1873,1629,960
"16851",50,190,436,558,425,92,301,186,30
"16852",630,807,1175,901,1665,1037,903,540,385
"16853",7,2,42,30,14,13,27,6,6
"16854",7,12,42,53,22,19,64,16,11
"16855",664,646,1123,955,1340,1558,1965,605,574
"16856",2921,3248,6849,6482,7030,4389,4938,1946,1624
"16857",488,570,1124,1071,968,668,996,346,354
"16858",90,116,1144,883,365,168,809,57,42
"16859",188,203,537,786,372,168,242,121,119
"16860",1877,3411,4568,4086,7140,3989,3831,2086,1319
"16861",39,14,14,12,31,46,7,12,28
"16862",1061,1153,2852,2531,2808,1614,2374,724,619
"16863",3679,3901,2531,2043,8454,6116,2050,2108,2026
"16864",2216,2282,3492,2996,5441,4615,3267,1434,1341
"16865",14534,10409,40067,36544,34544,39222,46874,8231,10013
"16866",429,504,1175,1213,1451,1171,1107,376,328
"16867",651,784,795,649,1355,1051,841,831,611
"16868",234,251,318,361,491,406,306,133,115
"16869",18,6,2,3,16,10,4,3,1
"16870",210,460,709,592,904,453,516,267,143
"16871",5,39,309,294,83,43,461,45,22
"16872",189,1285,15078,9739,3176,1017,19041,770,303
"16873",363,1956,21218,13559,4895,1827,30468,1088,518
"16874",2,24,158,117,37,13,185,23,6
"16875",6,5,6,1,0,2,2,0,0
"16876",0,0,0,0,0,0,0,0,0
"16877",3,1,6,6,4,4,6,1,2
"16878",0,0,0,0,0,0,0,0,0
"16879",0,0,0,0,0,0,0,0,0
"16880",155,200,212,265,404,225,159,120,91
"16881",1,0,1,0,1,0,0,0,0
"16882",3221,4637,6988,4772,12729,7908,7340,2489,1592
"16883",94,115,590,617,452,266,650,29,45
"16884",951,1024,3029,2822,2141,1243,2163,625,587
"16885",105,413,2309,2311,896,406,2699,350,99
"16886",61,401,543,645,578,133,604,254,71
"16887",3684,2948,5112,3815,6080,5373,3671,1347,1629
"16888",10,3,5,0,5,9,1,0,2
"16889",32584,13451,7554,8345,34755,42890,8260,4533,11628
"16890",91,776,230,84,996,187,61,494,101
"16891",2,6,16,8,7,10,10,9,5
"16892",62,82,147,132,158,96,104,39,16
"16893",333,457,1213,1135,957,743,1181,327,223
"16894",1380,1926,3803,3485,3809,2651,2829,1195,857
"16895",5014,9197,2845,3238,18359,7677,2042,6574,3798
"16896",32,72,187,297,103,30,101,46,19
"16897",4289,7596,16146,16066,17115,8341,11364,4714,2692
"16898",54,118,139,114,238,114,103,78,53
"16899",368,3415,245,284,5404,789,135,1451,348
"16900",47,104,82,70,189,50,57,73,33
"16901",4097,5995,4553,3847,10999,6140,4041,4274,2774
"16902",5,2,10,9,10,10,10,3,3
"16903",8,7,13,4,13,12,7,5,3
"16904",9194,6300,53341,51898,30382,27427,58193,3642,6418
"16905",331,961,1222,1415,2037,921,1074,540,269
"16906",19,29,767,493,100,42,586,34,16
"16907",1,2,7,8,10,4,16,1,1
"16908",5281,6624,9692,8028,13696,8623,6726,3381,2933
"16909",1537,2399,2282,1714,4512,2555,1643,1527,996
"16910",201,295,279,292,723,413,248,253,151
"16911",125,298,375,497,470,228,409,167,84
"16912",126,196,609,529,364,223,641,130,92
"16913",3488,5197,9653,7430,11740,6877,9070,3177,2144
"16914",0,0,0,0,0,0,0,0,0
"16915",0,0,0,0,0,1,0,0,0
"16916",1833,2644,4547,4775,6321,4576,4972,1746,1337
"16917",249,304,1048,835,629,418,664,145,134
"16918",4851,6035,12705,10821,15689,11224,11498,3898,3301
"16919",10958,8202,11721,9534,22595,22651,10186,4619,5332
"16920",0,0,0,0,1,0,0,0,0
"16921",1,7,9,8,9,5,11,3,0
"16922",0,0,1,4,3,1,5,0,0
"16923",11,12,1653,1396,26,56,1452,6,10
"16924",8718,2925,109183,91308,13707,17681,111181,1198,4693
"16925",1382,2290,2581,2679,3811,2089,1807,1141,824
"16926",3,2,101,89,7,2,157,1,0
"16927",2648,2406,16944,12170,7926,6736,10994,1070,1400
"16928",0,3,2,1,6,1,3,4,1
"16929",1250,5187,3917,3806,10199,3023,3471,3249,1090
"16930",6,6,23,32,36,46,21,5,7
"16931",310,396,930,859,989,600,680,252,199
"16932",831,1135,2820,2171,2729,1674,2201,771,573
"16933",67,275,829,604,639,120,924,67,22
"16934",6409,6968,11075,8520,17295,11698,12333,4502,3921
"16935",3,2,6,2,3,3,6,1,0
"16936",185,204,15818,11967,799,449,10661,143,160
"16937",4,3,55,49,29,23,74,27,12
"16938",0,0,0,1,0,1,0,0,0
"16939",201,176,3097,3276,577,406,3736,107,126
"16940",519,752,1311,1008,1492,970,941,389,354
"16941",2636,3027,5950,4504,6495,4386,5288,2218,1725
"16942",14,27,2,10,41,46,8,25,16
"16943",107,389,229,239,599,185,179,189,73
"16944",4405,6200,2758,2660,13833,10610,3097,4206,3194
"16945",2,2,1,3,3,0,4,6,0
"16946",103,104,158,60,78,48,33,21,23
"16947",2320,1933,4765,4419,6212,5458,5603,1445,1617
"16948",2288,2380,4569,1989,2902,2212,1869,762,743
"16949",1399,1568,2237,1702,3743,2873,2638,973,966
"16950",1,1,3,1,1,4,1,2,2
"16951",319,436,761,767,981,638,581,284,209
"16952",22,12,25,20,23,20,14,8,14
"16953",1146,939,1808,1351,1596,1387,1123,579,712
"16954",9,9,17,6,8,13,11,10,8
"16955",4,0,6,1,4,13,6,5,6
"16956",31,31,99,68,95,94,62,31,35
"16957",30,40,62,53,81,74,53,26,37
"16958",631,845,1136,908,1616,896,906,567,416
"16959",20,16,13,9,16,19,8,22,14
"16960",845,1080,2679,1934,2436,1826,2221,547,542
"16961",32,38,21,16,23,31,20,21,22
"16962",0,0,0,0,0,0,0,0,0
"16963",77,86,66,33,93,134,35,97,77
"16964",2807,4612,2221,2412,10337,6092,2355,3450,2186
"16965",41,114,105,64,172,107,77,70,23
"16966",2739,1384,2531,2812,4539,5197,1780,596,845
"16967",1938,4104,6047,5068,8564,3835,4851,2515,1471
"16968",1057,1529,3161,2930,3343,2109,2912,1105,786
"16969",693,301,23,39,1840,1414,58,104,199
"16970",1286,2632,1363,1237,5563,2876,1265,1553,885
"16971",23,17,51,84,41,40,53,22,12
"16972",430,244,1507,1084,860,726,889,104,212
"16973",182,261,1369,1122,534,262,761,110,96
"16974",3,4,29,9,5,7,10,4,0
"16975",554,691,1971,1598,1900,1333,1245,410,327
"16976",2319,3650,4752,4070,8274,5603,5689,2652,1887
"16977",1716,2379,2362,2021,5489,3693,2776,1535,1064
"16978",53,20,26,35,112,83,47,11,37
"16979",3088,1913,9963,9173,6011,4343,8263,1155,1222
"16980",5586,6273,7983,7571,12691,8685,6253,3321,3018
"16981",587,390,6204,4816,1210,1355,5084,224,376
"16982",302,1038,212,202,2127,644,235,708,253
"16983",1992,1419,2625,1795,4180,4791,3908,875,1479
"16984",1100,2423,2119,2221,4360,1824,2265,1627,866
"16985",873,1025,1117,962,2202,1422,895,571,509
"16986",1784,4729,2764,2664,9004,3306,2316,2684,1209
"16987",4579,7793,10929,10389,17009,8646,12137,4798,3059
"16988",0,0,0,0,0,0,0,0,0
"16989",581,496,1928,2423,927,534,1360,374,693
"16990",14,11,566,503,20,22,420,3,13
"16991",790,972,1068,1159,2561,1622,864,647,503
"16992",1945,3744,5540,3859,6683,3112,3260,2077,1117
"16993",0,0,0,0,0,0,0,0,0
"16994",262,219,386,341,591,535,256,114,148
"16995",368,609,982,745,1347,748,634,306,156
"16996",18548,24454,118154,100965,76074,51799,130637,17083,13499
"16997",3080,4578,2992,2174,9494,5970,3652,2734,1781
"16998",4,5,12,1,1,2,1,0,0
"16999",220,335,224,257,758,392,183,189,109
"17000",8479,7390,16706,14071,19323,13980,16036,4985,4627
"17001",2310,3412,8112,6467,7828,4101,7850,1995,1290
"17002",100,178,401,252,237,133,258,155,85
"17003",1317,1531,2428,2413,3339,2182,1933,774,745
"17004",0,0,0,0,0,0,0,0,0
"17005",169,102,32,14,466,402,46,159,118
"17006",1,0,4,4,12,3,8,1,1
"17007",92,251,138,108,362,163,132,176,81
"17008",537,780,1495,1443,1907,1086,1245,416,396
"17009",756,1059,1293,1101,2455,1797,1283,620,422
"17010",0,0,1,0,1,0,1,0,0
"17011",27,44,40,24,82,60,45,20,22
"17012",2542,2989,1837,1271,4889,4241,3050,1897,2210
"17013",477,468,719,525,897,643,796,236,247
"17014",3,1,1,0,2,0,3,1,2
"17015",32,23,60,33,74,63,97,33,10
"17016",194,291,495,286,602,310,480,218,120
"17017",0,3,0,1,5,0,2,1,0
"17018",211,169,167,111,375,290,115,51,49
"17019",4225,1554,125,148,3089,4142,103,762,1806
"17020",395,1061,858,759,1971,813,688,757,317
"17021",0,0,10,8,0,0,6,0,0
"17022",187,256,2421,1799,573,270,1710,119,92
"17023",198,531,291,408,974,278,148,347,145
"17024",3,18,49,39,28,17,24,3,5
"17025",1094,2754,2032,1615,4962,2301,1879,1595,917
"17026",985,1779,1792,1871,4415,1894,1534,1133,635
"17027",957,1982,170,179,3870,1560,200,1434,741
"17028",1112,1645,4015,3096,3299,2015,4216,1239,745
"17029",2887,3991,4217,3822,10393,6940,4271,2971,2001
"17030",3,4,7,0,5,1,5,1,1
"17031",1688,3393,3890,3478,6207,2893,3111,2325,1136
"17032",6251,5233,4998,4323,6658,7366,4257,3182,2856
"17033",1333,1493,1818,1669,2672,2065,1347,879,770
"17034",0,0,0,0,0,0,0,0,0
"17035",1,1,12,13,3,1,19,6,3
"17036",12978,18260,79151,82182,36138,24170,136774,9759,6169
"17037",6325,7890,9035,8311,17065,12862,10016,6148,4439
"17038",44,338,32,33,621,131,18,186,70
"17039",0,0,0,1,0,0,0,0,0
"17040",497,1311,910,1064,2251,1042,608,669,374
"17041",1,1,1,1,0,0,1,0,0
"17042",698,2426,781,969,4573,1344,682,1399,609
"17043",8,23,0,1,44,24,3,17,2
"17044",84,106,230,100,196,139,119,238,28
"17045",2,1,22,30,1,9,21,0,2
"17046",1715,2215,1140,923,4176,1853,992,1791,1245
"17047",5,36,7,14,59,15,12,22,11
"17048",8,8,34,33,21,8,39,10,2
"17049",1980,2397,7035,3899,5162,5140,7152,2286,1593
"17050",1649,2655,2816,2181,4915,2968,1953,2254,1338
"17051",2,3,3,2,5,0,5,1,0
"17052",1628,6223,2522,1986,11429,3211,1941,3171,1183
"17053",512,1531,927,675,2027,644,540,780,388
"17054",352,1568,305,221,2723,849,181,635,299
"17055",1635,2659,1956,1358,5661,3197,1609,1456,1064
"17056",814,968,2080,2050,2723,1678,1704,633,531
"17057",3565,2816,5872,5918,7872,6840,5180,1863,2420
"17058",213,257,425,228,386,282,306,112,111
"17059",844,5030,1940,2816,5357,1270,1436,2766,763
"17060",54,149,109,104,287,88,44,85,27
"17061",478,1056,1463,870,1791,661,2962,868,369
"17062",76,372,176,204,609,115,218,296,120
"17063",3541,3348,3651,3142,6133,3429,3538,1721,2042
"17064",2117,2847,5817,4131,5678,3736,4981,2147,1595
"17065",13,17,21,24,49,36,67,19,12
"17066",30,86,2325,2475,127,51,3028,42,19
"17067",4,11,13,10,11,0,7,11,4
"17068",4255,5361,17657,15138,13878,10663,27135,4487,3046
"17069",3595,6156,7373,5954,13055,8554,9640,3367,2736
"17070",0,0,1,3,0,2,1,1,0
"17071",0,0,0,0,0,0,0,0,0
"17072",10,24,880,864,49,69,1217,7,11
"17073",0,0,0,0,0,0,0,0,0
"17074",1,3,13,13,12,8,16,6,2
"17075",4,7,61,29,48,34,61,18,25
"17076",7,8,84,40,68,42,67,36,35
"17077",1,12,9,15,14,3,1,0,1
"17078",548,1065,859,966,1910,961,710,488,290
"17079",20,142,1,6,243,45,4,152,40
"17080",453,7450,319,308,17696,2266,332,4733,933
"17081",13322,13685,19272,15367,30432,24824,16991,7575,8023
"17082",0,0,0,0,0,0,0,0,0
"17083",0,1,0,5,0,0,1,0,0
"17084",0,0,1,1,0,0,1,0,0
"17085",2529,1991,58690,55265,4719,6763,56712,708,1337
"17086",0,1,3,3,1,0,12,0,0
"17087",3809,4343,5906,5409,8669,6287,5243,2958,2725
"17088",1344,1744,3055,2707,3756,1896,2898,951,960
"17089",0,0,0,0,0,0,0,0,0
"17090",2936,1917,9995,13851,5743,4650,9516,680,1346
"17091",2525,7220,9274,8971,15176,5008,10237,4169,1897
"17092",1,1,0,4,2,1,2,0,2
"17093",8011,11230,14733,12553,23355,14522,13475,6963,4747
"17094",3623,5891,9686,9635,11598,6732,10340,3833,2640
"17095",75,62,3041,1483,345,358,6228,31,40
"17096",29,35,212,174,60,46,360,14,16
"17097",5230,7600,17509,13800,18071,11451,12413,3659,3329
"17098",2937,4189,7818,8487,8238,4937,7146,1931,1576
"17099",55,32,3607,2528,157,210,4962,11,37
"17100",1,4,899,528,8,22,1127,1,3
"17101",1500,1873,3626,3174,4792,2928,3165,1366,933
"17102",472,2323,1095,1574,4247,976,1113,1533,523
"17103",0,2,0,0,9,0,0,0,0
"17104",1,13,1,3,8,3,1,3,0
"17105",0,0,0,0,1,0,0,0,0
"17106",1,2,1,0,5,0,0,33,1
"17107",2,14,10,12,25,16,12,9,7
"17108",2,98,1,5,121,12,1,44,15
"17109",0,0,0,0,0,0,0,0,0
"17110",1,5,0,1,5,2,3,1,3
"17111",309,581,482,396,1173,672,500,313,164
"17112",0,2,4,2,3,5,1,3,0
"17113",925,1117,1472,1397,2099,1432,1281,522,438
"17114",0,0,4,11,0,1,7,0,1
"17115",214,648,3251,3161,1207,623,3047,390,189
"17116",1128,2610,4494,2937,4446,2374,3010,1387,844
"17117",0,3,0,3,4,2,5,1,0
"17118",3898,7264,17675,15902,13729,6954,14356,4189,2694
"17119",86,148,226,191,376,236,182,123,53
"17120",1012,1104,3052,2437,2487,1505,1780,568,479
"17121",392,437,1279,1174,1260,901,1172,325,292
"17122",874,1372,3246,3046,2773,1749,2814,721,466
"17123",15339,22478,23240,24441,49959,33464,28852,11728,8165
"17124",4170,2958,24802,25684,5956,5805,19756,1546,1972
"17125",485,602,3078,3585,1401,1003,2532,313,260
"17126",0,0,11,15,0,7,7,0,0
"17127",0,0,2,1,1,0,0,0,0
"17128",0,0,2,2,6,2,7,0,0
"17129",2826,849,70,136,1897,2457,72,723,1699
"17130",12,6,3,5,13,20,1,2,6
"17131",0,0,0,0,0,0,0,0,0
"17132",3582,3602,2377,2618,7045,4771,1772,2063,2060
"17133",4618,5879,25600,21513,13267,7913,17024,3160,2207
"17134",1,4,7,16,1,1,6,0,0
"17135",67,488,16,21,457,147,17,166,50
"17136",35,172,2977,2281,296,283,2264,125,55
"17137",9,66,40,48,47,14,26,15,1
"17138",18,73,107,129,81,24,101,25,10
"17139",0,0,0,1,0,0,2,0,0
"17140",2554,9836,529,483,10554,4791,610,3442,1875
"17141",4,17,1,1,8,7,1,6,1
"17142",1,6,5,6,11,5,6,3,0
"17143",1674,2825,6107,5175,6356,3662,4195,1495,1109
"17144",1712,1677,4966,3884,3239,2190,3302,820,856
"17145",18,38,486,505,29,142,576,10,19
"17146",273,370,785,697,630,341,621,248,164
"17147",0,1,1,2,0,0,1,0,0
"17148",1184,1926,2601,2132,3790,1900,1955,1177,719
"17149",6,5,11,16,16,23,10,3,9
"17150",4020,4296,6630,5245,9829,6669,5050,2194,2115
"17151",1593,1537,2983,2639,4100,3148,2946,972,853
"17152",11,5,22,22,14,8,10,3,1
"17153",2,0,3,12,1,1,3,0,0
"17154",531,1252,3480,2991,2555,1101,3089,798,331
"17155",26,63,12,5,83,28,7,36,12
"17156",27574,14921,31887,30937,40343,38938,28582,7042,13135
"17157",52,48,57,32,123,74,29,23,20
"17158",3,10,0,2,19,2,1,7,0
"17159",0,0,1,0,0,0,0,0,0
"17160",3,1,1,8,1,3,2,1,2
"17161",1,1,35,38,6,8,56,9,3
"17162",1,3,2,0,4,2,0,1,0
"17163",1880,2242,2980,1921,4367,3061,2439,1355,966
"17164",4893,4661,8958,9661,12602,9141,11091,2887,2854
"17165",41,62,66,79,80,39,57,22,26
"17166",777,454,16972,19597,2274,1852,17481,294,550
"17167",31,42,25,27,58,37,13,17,14
"17168",9,4,13,12,14,10,9,5,3
"17169",49,17,44,36,51,119,40,7,13
"17170",3,1,0,3,4,3,0,1,2
"17171",7146,3223,5716,4279,9886,13886,8407,1873,3548
"17172",1484,2238,2026,1613,4383,2263,2412,1553,1251
"17173",3,5,1,4,5,5,4,7,3
"17174",0,1,17,14,3,0,12,0,0
"17175",433,1361,855,891,2711,917,613,833,312
"17176",486,962,549,512,1853,754,472,685,344
"17177",7,65,1,1,100,14,4,34,7
"17178",1,0,1,0,0,0,1,0,0
"17179",0,1,0,0,0,2,2,0,0
"17180",26713,12817,17404,10041,48352,53946,30105,6956,17575
"17181",0,0,0,0,0,0,0,0,0
"17182",1051,426,789,694,2187,3519,1870,231,611
"17183",1,2,0,0,4,2,0,2,0
"17184",18,22,99,126,95,78,146,22,11
"17185",2415,2438,15333,10310,7651,5257,16062,1492,1581
"17186",80,164,583,384,291,160,568,111,73
"17187",3057,1802,5714,4007,6019,5871,6453,1285,2428
"17188",0,0,0,1,0,0,0,0,0
"17189",5425,4603,8011,9508,12337,9505,9471,3265,3103
"17190",2,3,1,0,4,1,2,1,1
"17191",59,50,10120,9480,107,311,10036,18,68
"17192",0,0,7,1,0,0,3,1,0
"17193",1555,1112,2888,2242,2512,2336,1666,644,654
"17194",0,0,0,0,0,0,2,0,0
"17195",696,871,745,906,2090,1424,674,586,436
"17196",0,0,0,0,0,0,0,0,0
"17197",0,0,0,0,0,0,0,0,0
"17198",0,0,0,0,0,0,0,0,0
"17199",0,0,0,0,0,0,0,0,0
"17200",0,0,2,0,0,0,0,0,0
"17201",0,0,0,0,0,0,0,0,0
"17202",0,0,0,0,0,0,0,0,0
"17203",0,0,0,0,0,0,0,0,0
"17204",0,0,0,0,0,0,0,0,0
"17205",0,0,0,0,0,0,0,0,0
"17206",0,0,0,0,2,0,1,0,0
"17207",0,0,0,0,0,0,0,0,0
"17208",0,0,0,0,0,1,0,0,0
"17209",0,0,0,0,0,0,0,0,0
"17210",0,0,0,0,0,0,0,0,0
"17211",0,0,0,0,0,0,0,0,0
"17212",0,0,0,0,0,0,1,0,0
"17213",0,0,0,0,0,0,0,0,0
"17214",0,0,0,0,0,0,0,0,0
"17215",0,0,0,0,0,0,0,0,0
"17216",0,0,0,0,0,0,0,0,0
"17217",120,172,280,251,370,225,243,94,78
"17218",0,0,0,0,0,1,0,0,0
"17219",0,0,0,0,0,0,0,0,0
"17220",0,0,1,0,0,0,1,0,0
"17221",0,0,0,0,0,0,0,0,0
"17222",7,12,52,59,25,9,53,10,5
"17223",1,0,2,1,0,0,2,0,0
"17224",0,3,1,6,9,3,6,3,0
"17225",0,5,1,0,0,0,0,12,1
"17226",0,4,0,0,2,0,0,16,8
"17227",0,0,0,0,0,0,0,0,0
"17228",0,0,0,0,0,0,0,0,0
"17229",0,0,0,0,0,0,0,2,1
"17230",0,0,0,0,0,0,0,6,0
"17231",17,9,1,0,19,28,1,8,4
"17232",1,2,1,1,1,6,0,0,2
"17233",2530,4044,673,767,6532,2639,696,3182,2150
"17234",4839,5549,5464,6750,13169,9593,6660,3773,3232
"17235",416,1139,192,185,2576,856,484,720,298
"17236",3,1,2,0,0,3,1,2,0
"17237",303,221,709,536,749,838,782,186,229
"17238",1,0,2,0,2,0,0,0,0
"17239",9,35,39,26,38,14,37,14,7
"17240",3,1,2,0,0,0,0,0,0
"17241",0,3,0,0,7,7,1,8,3
"17242",0,0,0,0,0,0,0,0,0
"17243",112,503,490,360,719,295,447,404,159
"17244",1,2,22,5,8,3,13,1,2
"17245",0,0,3,0,1,0,0,0,0
"17246",140,120,402,193,267,329,358,83,88
"17247",3,2,1,1,0,0,0,0,0
"17248",5,16,1,0,33,10,2,26,8
"17249",1,9,0,1,27,10,3,21,6
"17250",0,0,0,0,0,0,0,0,0
"17251",33,238,242,198,376,123,281,275,77
"17252",0,14,17,13,21,10,13,10,5
"17253",0,0,0,0,1,1,0,0,0
"17254",20,36,157,42,19,12,40,7,6
"17255",8,41,42,22,60,18,37,45,11
"17256",1,9,1,4,19,4,1,8,3
"17257",151,204,755,503,316,151,402,162,88
"17258",0,9,0,0,10,1,1,6,3
"17259",8,50,15,7,68,24,13,46,13
"17260",0,0,1,0,0,0,0,0,0
"17261",2,7,1,1,4,1,3,6,3
"17262",2,14,1,2,6,4,1,12,3
"17263",0,0,0,0,0,0,0,0,0
"17264",109,169,634,268,175,109,260,53,33
"17265",57,367,266,170,506,190,227,313,115
"17266",11,10,8,6,16,8,8,9,4
"17267",0,1,3,0,0,0,0,0,0
"17268",45,394,156,111,415,138,164,402,135
"17269",5,9,20,11,19,10,13,3,2
"17270",1,15,20,42,43,17,36,18,5
"17271",3,20,3,2,42,14,3,22,10
"17272",103,925,55,37,1239,518,49,1079,301
"17273",1,13,2,1,23,9,0,22,2
"17274",344,621,582,417,1117,697,549,573,304
"17275",197,303,418,133,242,180,140,57,59
"17276",269,333,234,118,678,520,308,290,177
"17277",1,0,0,0,0,0,0,0,0
"17278",351,1027,726,566,1464,582,660,693,287
"17279",38,48,207,276,84,67,188,39,32
"17280",1915,4602,3332,3333,8277,3940,2702,2316,1290
"17281",692,4298,5853,5239,7881,1951,5724,1895,626
"17282",1371,2618,2302,1725,5146,2887,1742,1255,753
"17283",0,0,0,0,0,0,0,0,0
"17284",2,18,2,10,11,3,1,13,3
"17285",8,8,22,18,22,27,17,6,13
"17286",431,479,630,473,971,853,572,241,292
"17287",1321,2283,2509,2920,4811,3040,2134,1319,821
"17288",823,1263,2208,1676,2021,1159,1243,483,319
"17289",697,3612,1267,1408,6257,1440,834,2046,593
"17290",0,38,5,9,66,7,4,49,3
"17291",331,1042,415,303,1812,539,236,743,270
"17292",633,2863,273,311,4648,1268,241,1580,559
"17293",250,733,205,181,1122,411,119,476,190
"17294",88,380,143,109,448,114,98,218,43
"17295",6,2,4,8,9,10,4,0,3
"17296",402,461,968,935,1345,952,801,224,199
"17297",2310,3166,4041,4499,6226,3906,3483,1733,1281
"17298",1,4,3,1,14,7,7,2,2
"17299",2028,2516,4524,4271,5812,3996,4779,1687,1299
"17300",708,857,5621,3757,2486,1630,6425,548,516
"17301",10,64,6,16,79,26,19,30,4
"17302",5097,6833,13695,8444,12369,9744,10518,5646,4290
"17303",0,0,0,0,0,1,0,0,0
"17304",4409,7251,910,875,10637,6406,931,4567,3047
"17305",1210,1989,1790,1517,3726,1712,1254,1154,653
"17306",480,934,538,417,2033,1093,387,465,283
"17307",5,4,7,4,6,5,3,4,2
"17308",46,252,370,318,456,107,146,84,35
"17309",4490,7156,4957,4259,14277,8761,3751,3450,2517
"17310",7891,9605,9429,8614,21296,15605,11061,5905,4503
"17311",4013,5172,6202,5809,10361,6009,4672,3075,2552
"17312",36,32,156,76,82,41,124,37,23
"17313",72,95,115,93,191,119,74,57,49
"17314",0,0,1,1,3,1,1,0,1
"17315",530,534,1384,1158,1247,1047,1049,329,365
"17316",1081,992,1769,1581,3075,2136,1908,574,608
"17317",4099,5393,29248,29516,13911,7263,27568,2987,2108
"17318",20,41,94,131,97,54,111,24,15
"17319",897,775,3325,2844,1993,1748,2296,449,461
"17320",1959,1099,961,819,3555,5160,1020,592,1047
"17321",1475,2951,5648,3969,8672,4272,10883,1578,1533
"17322",592,3202,740,742,6109,1705,1064,1660,527
"17323",0,1,0,0,0,0,0,1,2
"17324",140,114,99,111,207,140,67,57,65
"17325",5,40,5,8,36,6,9,14,7
"17326",0,0,0,0,0,0,0,0,1
"17327",35,28,9,4,179,128,3,20,46
"17328",1043,1141,3585,3085,3029,2170,2923,543,563
"17329",7185,9111,8222,9103,18839,11350,8444,5732,4735
"17330",8,4,2,3,2,6,3,5,2
"17331",4,2,4,7,10,5,6,1,1
"17332",10,2,3,8,1,11,4,1,3
"17333",94166,45154,92154,105096,91711,139585,120122,23223,54659
"17334",2116,4646,4144,3239,8336,3850,2964,2377,1422
"17335",10,81,8,7,123,25,4,14,10
"17336",1,0,3,1,3,4,0,0,1
"17337",566,627,1093,790,1508,1106,1361,656,438
"17338",0,0,0,0,0,0,1,0,0
"17339",1577,1569,2923,2401,3498,2971,2757,924,1115
"17340",244,211,2218,2658,430,393,2025,149,151
